Província,Tipus de fet,Àmbit fet,Sexe,Edat,Nombre víctimes,Date,Municipi_clean,Comarca_clean,Rol_autor,Rol_victima
barcelona,delicte,discapacitat intellectual/mental,dona,48,1,2022-02-01,vilanova i la geltru,garraf,False,True
lleida,delicte,etnic/origen nacional/origen racial,home,56,1,2023-01-01,resta municipis,segria,True,False
barcelona,delicte,discapacitat intellectual/mental,dona,29,1,2022-02-01,vilanova i la geltru,garraf,False,True
barcelona,delicte,discapacitat intellectual/mental,home,18,1,2022-02-01,resta municipis,baix llobregat,True,False
barcelona,delicte,lgtbi fobia,home,40,1,2022-02-01,resta municipis,baix llobregat,False,True
barcelona,delicte,lgtbi fobia,home,17,1,2022-02-01,sabadell,valles occidental,True,False
barcelona,delicte,lgtbi fobia,dona,17,1,2022-02-01,sabadell,valles occidental,True,False
barcelona,delicte,lgtbi fobia,home,37,1,2022-02-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,30,1,2022-02-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,14,1,2022-02-01,sant vicenc dels horts,baix llobregat,True,False
barcelona,delicte,lgtbi fobia,dona,15,1,2022-02-01,sant vicenc dels horts,baix llobregat,True,False
barcelona,delicte,lgtbi fobia,dona,14,1,2022-02-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,12,1,2022-02-01,barcelona,barcelones,False,True
girona,delicte,lgtbi fobia,dona,16,1,2022-02-01,girona,girones,True,False
barcelona,delicte,lgtbi fobia,dona,12,1,2022-02-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,11,1,2022-02-01,cerdanyola del valles,valles occidental,True,False
barcelona,delicte,lgtbi fobia,home,27,1,2022-02-01,cerdanyola del valles,valles occidental,False,True
barcelona,delicte,lgtbi fobia,dona,23,1,2022-02-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,33,1,2022-02-01,barcelona,barcelones,True,False
barcelona,delicte,discapacitat fisic/sensorial,home,15,1,2022-02-01,barcelona,barcelones,False,True
barcelona,delicte,discapacitat fisic/sensorial,home,20,1,2022-02-01,barcelona,barcelones,False,True
barcelona,delicte,discapacitat fisic/sensorial,home,21,1,2022-02-01,barcelona,barcelones,False,True
lleida,delicte,orientacio politica,home,35,1,2022-02-01,lleida,segria,True,False
barcelona,delicte,orientacio politica,home,42,1,2022-02-01,barcelona,barcelones,False,True
barcelona,delicte,discapacitat fisic/sensorial,dona,59,1,2022-02-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,34,1,2022-02-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,51,1,2022-02-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,49,1,2022-02-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,47,1,2022-02-01,resta municipis,osona,False,True
barcelona,delicte,lgtbi fobia,dona,23,1,2022-02-01,resta municipis,maresme,True,False
barcelona,delicte,lgtbi fobia,home,25,1,2022-02-01,resta municipis,maresme,True,False
girona,delicte,lgtbi fobia,home,26,1,2022-02-01,girona,girones,True,False
barcelona,delicte,lgtbi fobia,home,54,1,2022-02-01,olesa de montserrat,baix llobregat,True,False
barcelona,delicte,lgtbi fobia,home,50,1,2022-02-01,olesa de montserrat,baix llobregat,False,True
barcelona,delicte,lgtbi fobia,home,36,1,2022-02-01,olesa de montserrat,baix llobregat,True,False
girona,delicte,lgtbi fobia,home,55,1,2022-02-01,girona,girones,True,False
barcelona,delicte,lgtbi fobia,dona,22,1,2022-02-01,esplugues de llobregat,baix llobregat,False,True
barcelona,delicte,lgtbi fobia,home,30,1,2022-02-01,esplugues de llobregat,baix llobregat,False,True
barcelona,delicte,lgtbi fobia,home,64,1,2022-02-01,esplugues de llobregat,baix llobregat,True,False
barcelona,delicte,lgtbi fobia,home,34,1,2022-02-01,cerdanyola del valles,valles occidental,False,True
tarragona,delicte,lgtbi fobia,home,38,1,2022-02-01,el vendrell,baix penedes,True,False
tarragona,delicte,lgtbi fobia,dona,17,1,2022-02-01,el vendrell,baix penedes,False,True
tarragona,delicte,lgtbi fobia,dona,13,1,2022-02-01,el vendrell,baix penedes,False,True
barcelona,delicte,lgtbi fobia,home,13,1,2022-02-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,16,1,2022-02-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,13,1,2022-02-01,mataro,maresme,True,False
barcelona,delicte,lgtbi fobia,dona,13,1,2022-02-01,barcelona,barcelones,False,True
barcelona,delicte,orientacio politica,home,43,1,2022-02-01,barcelona,barcelones,False,True
lleida,delicte,orientacio politica,home,22,1,2022-02-01,resta municipis,urgell,True,False
tarragona,delicte,etnic/origen nacional/origen racial,home,23,1,2022-02-01,tarragona,tarragones,False,True
tarragona,delicte,orientacio politica,dona,47,1,2022-02-01,tarragona,tarragones,False,True
lleida,delicte,orientacio politica,home,17,1,2022-02-01,lleida,segria,True,False
tarragona,delicte,etnic/origen nacional/origen racial,home,17,1,2022-02-01,reus,baix camp,False,True
tarragona,delicte,etnic/origen nacional/origen racial,home,40,1,2022-02-01,reus,baix camp,False,True
tarragona,delicte,aporofobia,home,67,1,2022-02-01,reus,baix camp,True,False
barcelona,delicte,aporofobia,home,27,1,2022-02-01,resta municipis,garraf,False,True
barcelona,delicte,aporofobia,home,56,1,2022-02-01,barcelona,barcelones,False,True
barcelona,delicte,discapacitat intellectual/mental,home,23,1,2022-02-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,16,1,2022-02-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,34,1,2022-02-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,33,1,2022-02-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,32,1,2022-02-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,20,1,2022-02-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,42,1,2022-02-01,barcelona,barcelones,False,True
girona,delicte,etnic/origen nacional/origen racial,dona,24,1,2022-02-01,resta municipis,baix emporda,False,True
girona,delicte,lgtbi fobia,dona,15,1,2022-02-01,resta municipis,baix emporda,True,False
girona,delicte,lgtbi fobia,dona,15,1,2022-02-01,resta municipis,baix emporda,True,False
barcelona,delicte,lgtbi fobia,dona,16,1,2022-02-01,ripollet,valles occidental,True,False
barcelona,delicte,lgtbi fobia,dona,39,1,2022-02-01,ripollet,valles occidental,False,True
barcelona,delicte,lgtbi fobia,dona,40,1,2022-02-01,ripollet,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,10,1,2022-02-01,hospitalet de llobregat,barcelones,False,True
lleida,delicte,lgtbi fobia,home,11,1,2022-03-01,lleida,segria,True,False
barcelona,delicte,lgtbi fobia,home,11,1,2022-03-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,10,1,2022-03-01,barcelona,barcelones,True,False
girona,delicte,lgtbi fobia,home,59,1,2022-03-01,girona,girones,True,False
barcelona,delicte,lgtbi fobia,home,33,1,2022-03-01,terrassa,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,30,1,2022-03-01,terrassa,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,11,1,2022-03-01,terrassa,valles occidental,True,False
barcelona,delicte,lgtbi fobia,home,24,1,2022-03-01,terrassa,valles occidental,True,False
lleida,delicte,lgtbi fobia,home,22,1,2022-03-01,resta municipis,solsones,False,True
lleida,delicte,lgtbi fobia,home,16,1,2022-03-01,resta municipis,solsones,True,False
tarragona,delicte,lgtbi fobia,home,46,1,2022-03-01,resta municipis,baix penedes,True,False
lleida,delicte,lgtbi fobia,home,42,1,2022-03-01,resta municipis,pla durgell,False,True
barcelona,delicte,orientacio politica,home,50,1,2022-03-01,vilassar de mar,maresme,True,False
barcelona,delicte,lgtbi fobia,home,20,1,2022-03-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,27,1,2022-03-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,27,1,2022-03-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,42,1,2022-03-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,39,1,2022-03-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,41,1,2022-03-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,47,1,2022-03-01,hospitalet de llobregat,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,19,1,2022-03-01,hospitalet de llobregat,barcelones,True,False
barcelona,delicte,religios,home,70,1,2022-03-01,hospitalet de llobregat,barcelones,False,True
tarragona,delicte,lgtbi fobia,home,16,1,2022-03-01,tarragona,tarragones,True,False
tarragona,delicte,lgtbi fobia,home,22,1,2022-03-01,tarragona,tarragones,False,True
barcelona,delicte,lgtbi fobia,home,21,1,2022-03-01,castelldefels,baix llobregat,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,48,1,2022-03-01,sitges,garraf,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,38,1,2022-03-01,sitges,garraf,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,55,1,2022-03-01,sitges,garraf,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,37,1,2022-03-01,sant quirze del valles,valles occidental,False,True
girona,delicte,etnic/origen nacional/origen racial,home,48,1,2022-03-01,lloret de mar,selva,True,False
girona,delicte,etnic/origen nacional/origen racial,home,42,1,2022-03-01,lloret de mar,selva,True,False
girona,delicte,islamofobia,dona,55,1,2022-03-01,resta municipis,alt emporda,False,True
barcelona,delicte,islamofobia,home,48,1,2022-03-01,montcada i reixac,valles occidental,False,True
lleida,delicte,etnic/origen nacional/origen racial,home,43,1,2022-03-01,resta municipis,pla durgell,True,False
lleida,delicte,etnic/origen nacional/origen racial,dona,32,1,2022-03-01,resta municipis,pla durgell,False,True
tarragona,delicte,religios,dona,47,1,2022-03-01,resta municipis,tarragones,False,True
barcelona,delicte,religios,home,48,1,2022-03-01,terrassa,valles occidental,True,False
barcelona,delicte,antisemita,dona,45,1,2022-03-01,terrassa,valles occidental,True,False
tarragona,delicte,islamofobia,home,22,1,2022-03-01,vila seca,tarragones,True,False
barcelona,delicte,islamofobia,dona,51,1,2022-03-01,barcelona,barcelones,False,True
tarragona,delicte,religios,home,39,1,2022-03-01,resta municipis,tarragones,False,True
lleida,delicte,etnic/origen nacional/origen racial,home,35,1,2022-03-01,lleida,segria,True,False
barcelona,delicte,discapacitat intellectual/mental,home,14,1,2022-03-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,29,1,2022-03-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,46,1,2022-03-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,36,1,2022-03-01,barcelona,barcelones,False,True
barcelona,altres,lgtbi fobia,home,25,1,2022-03-01,viladecans,baix llobregat,False,True
barcelona,delicte,lgtbi fobia,home,28,1,2022-03-01,el prat de llobregat,baix llobregat,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,49,1,2022-03-01,el prat de llobregat,baix llobregat,True,False
barcelona,delicte,lgtbi fobia,dona,42,1,2022-03-01,sant boi de llobregat,baix llobregat,False,True
barcelona,delicte,lgtbi fobia,home,16,1,2022-03-01,sant boi de llobregat,baix llobregat,True,False
barcelona,delicte,lgtbi fobia,home,17,1,2022-03-01,sant boi de llobregat,baix llobregat,True,False
barcelona,delicte,lgtbi fobia,dona,15,1,2022-03-01,sant boi de llobregat,baix llobregat,False,True
barcelona,delicte,lgtbi fobia,home,15,1,2022-03-01,barcelona,barcelones,True,False
girona,delicte,etnic/origen nacional/origen racial,home,55,1,2022-03-01,girona,girones,True,False
girona,delicte,etnic/origen nacional/origen racial,dona,27,1,2022-03-01,girona,girones,True,False
girona,delicte,lgtbi fobia,dona,20,1,2022-03-01,girona,girones,True,False
barcelona,delicte,lgtbi fobia,dona,17,1,2022-03-01,rubi,valles occidental,True,False
barcelona,delicte,lgtbi fobia,home,18,1,2022-03-01,rubi,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,17,1,2022-03-01,rubi,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,37,1,2022-03-01,sitges,garraf,False,True
girona,delicte,orientacio politica,dona,54,1,2022-03-01,figueres,alt emporda,False,True
barcelona,delicte,orientacio politica,dona,48,1,2022-03-01,terrassa,valles occidental,False,True
barcelona,delicte,orientacio politica,home,53,1,2022-03-01,terrassa,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,19,1,2022-03-01,terrassa,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,48,1,2022-03-01,terrassa,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,40,1,2022-03-01,terrassa,valles occidental,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,15,1,2022-03-01,terrassa,valles occidental,False,True
barcelona,altres,etnic/origen nacional/origen racial,home,27,1,2022-03-01,cornella de llobregat,baix llobregat,False,True
girona,delicte,lgtbi fobia,home,48,1,2022-03-01,girona,girones,False,True
barcelona,delicte,lgtbi fobia,home,15,1,2022-03-01,santa perpetua de mogoda,valles occidental,True,False
girona,delicte,lgtbi fobia,home,16,1,2022-03-01,girona,girones,True,False
barcelona,delicte,lgtbi fobia,dona,43,1,2022-03-01,santa perpetua de mogoda,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,42,1,2022-03-01,santa perpetua de mogoda,valles occidental,False,True
tarragona,delicte,lgtbi fobia,home,16,1,2022-03-01,resta municipis,tarragones,True,False
barcelona,delicte,lgtbi fobia,dona,28,1,2022-03-01,santa perpetua de mogoda,valles occidental,False,True
tarragona,delicte,lgtbi fobia,dona,40,1,2022-03-01,tortosa,baix ebre,True,False
tarragona,delicte,etnic/origen nacional/origen racial,dona,28,1,2022-03-01,tortosa,baix ebre,False,True
girona,faltes administratives,lgtbi fobia,dona,27,1,2022-03-01,olot,garrotxa,False,True
girona,faltes administratives,lgtbi fobia,home,14,1,2022-03-01,olot,garrotxa,False,True
barcelona,altres,lgtbi fobia,home,15,1,2022-03-01,barcelona,barcelones,True,False
barcelona,altres,lgtbi fobia,home,30,1,2022-03-01,barcelona,barcelones,True,False
barcelona,altres,lgtbi fobia,home,14,1,2022-03-01,barcelona,barcelones,True,False
tarragona,delicte,lgtbi fobia,dona,38,1,2022-03-01,tortosa,baix ebre,False,True
girona,delicte,etnic/origen nacional/origen racial,home,33,1,2022-03-01,resta municipis,girones,True,False
girona,delicte,etnic/origen nacional/origen racial,home,28,1,2022-03-01,resta municipis,girones,False,True
barcelona,delicte,orientacio politica,home,24,1,2022-03-01,barcelona,barcelones,False,True
lleida,delicte,orientacio politica,home,22,1,2022-03-01,lleida,segria,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,24,1,2022-04-01,resta municipis,anoia,False,True
barcelona,delicte,orientacio politica,home,30,1,2023-04-01,resta municipis,osona,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,26,1,2022-04-01,resta municipis,anoia,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,30,1,2022-04-01,resta municipis,anoia,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,49,1,2022-04-01,resta municipis,valles occidental,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,22,1,2022-04-01,resta municipis,valles occidental,False,True
lleida,delicte,etnic/origen nacional/origen racial,dona,49,1,2022-04-01,resta municipis,urgell,False,True
tarragona,delicte,etnic/origen nacional/origen racial,dona,44,1,2022-04-01,reus,baix camp,True,False
girona,delicte,orientacio politica,dona,34,1,2022-04-01,figueres,alt emporda,False,True
tarragona,delicte,lgtbi fobia,home,54,1,2022-04-01,reus,baix camp,True,False
barcelona,delicte,lgtbi fobia,home,25,1,2022-04-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,51,1,2022-04-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,64,1,2022-04-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,45,1,2022-04-01,manresa,bages,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,38,1,2022-04-01,manresa,bages,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,34,1,2022-04-01,manresa,bages,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,55,1,2022-04-01,manresa,bages,True,False
barcelona,delicte,lgtbi fobia,dona,42,1,2022-04-01,manresa,bages,True,False
tarragona,delicte,lgtbi fobia,home,55,1,2022-04-01,resta municipis,tarragones,False,True
tarragona,delicte,lgtbi fobia,home,10,1,2022-04-01,resta municipis,tarragones,False,True
barcelona,altres,etnic/origen nacional/origen racial,home,57,1,2022-04-01,resta municipis,barcelones,False,True
barcelona,altres,etnic/origen nacional/origen racial,dona,26,1,2022-04-01,resta municipis,barcelones,False,True
tarragona,delicte,etnic/origen nacional/origen racial,home,21,1,2022-04-01,resta municipis,tarragones,True,False
tarragona,delicte,etnic/origen nacional/origen racial,dona,35,1,2022-04-01,resta municipis,tarragones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,37,1,2022-04-01,resta municipis,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,14,1,2022-04-01,resta municipis,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,14,1,2022-04-01,resta municipis,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,32,1,2022-04-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,43,1,2022-04-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,32,1,2022-04-01,barcelona,barcelones,False,True
lleida,faltes administratives,lgtbi fobia,home,54,1,2022-04-01,lleida,segria,False,True
barcelona,delicte,lgtbi fobia,home,54,1,2022-04-01,vilanova i la geltru,garraf,False,True
barcelona,delicte,orientacio politica,home,46,1,2022-04-01,vilanova i la geltru,garraf,True,False
barcelona,delicte,lgtbi fobia,home,14,1,2022-04-01,vilanova i la geltru,garraf,False,True
barcelona,delicte,lgtbi fobia,home,41,1,2022-04-01,vilanova i la geltru,garraf,False,True
barcelona,delicte,lgtbi fobia,home,43,1,2022-04-01,vilanova i la geltru,garraf,False,True
barcelona,delicte,lgtbi fobia,home,54,1,2022-04-01,santa coloma de gramenet,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,14,1,2022-04-01,santa coloma de gramenet,barcelones,True,False
girona,delicte,etnic/origen nacional/origen racial,dona,45,1,2022-04-01,girona,girones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,38,1,2022-04-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,45,1,2022-04-01,resta municipis,selva,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,51,1,2022-04-01,resta municipis,selva,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,53,1,2022-04-01,resta municipis,selva,False,True
tarragona,delicte,etnic/origen nacional/origen racial,home,38,1,2022-04-01,resta municipis,baix ebre,False,True
tarragona,delicte,etnic/origen nacional/origen racial,dona,37,1,2022-04-01,resta municipis,baix ebre,False,True
barcelona,altres,etnic/origen nacional/origen racial,home,47,1,2022-04-01,barcelona,barcelones,False,True
barcelona,altres,etnic/origen nacional/origen racial,dona,33,1,2022-04-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,75,1,2022-04-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,40,1,2022-04-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,16,1,2022-04-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,18,1,2022-04-01,vic,osona,False,True
barcelona,delicte,lgtbi fobia,home,23,1,2022-04-01,vic,osona,False,True
barcelona,delicte,lgtbi fobia,home,44,1,2022-04-01,vic,osona,True,False
barcelona,delicte,lgtbi fobia,home,39,1,2022-04-01,vic,osona,False,True
girona,delicte,lgtbi fobia,dona,14,1,2022-04-01,olot,garrotxa,True,False
girona,delicte,lgtbi fobia,dona,14,1,2022-04-01,olot,garrotxa,False,True
girona,delicte,lgtbi fobia,home,14,1,2022-04-01,girona,girones,True,False
girona,delicte,lgtbi fobia,dona,14,1,2022-04-01,girona,girones,False,True
girona,delicte,etnic/origen nacional/origen racial,home,15,1,2022-04-01,girona,girones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,15,1,2022-04-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,17,1,2022-04-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,18,1,2022-04-01,castelldefels,baix llobregat,False,True
barcelona,delicte,lgtbi fobia,home,20,1,2022-04-01,barcelona,barcelones,False,True
barcelona,delicte,orientacio politica,home,19,1,2022-04-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,44,1,2022-04-01,barcelona,barcelones,False,True
girona,delicte,orientacio politica,home,21,1,2022-04-01,girona,girones,True,False
barcelona,delicte,orientacio politica,dona,49,1,2022-04-01,barcelona,barcelones,False,True
barcelona,delicte,orientacio politica,home,37,1,2022-04-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,20,1,2022-04-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,18,1,2022-04-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,41,1,2022-04-01,castelldefels,baix llobregat,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,63,1,2022-04-01,castelldefels,baix llobregat,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,64,1,2022-04-01,santa perpetua de mogoda,valles occidental,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,28,1,2022-04-01,santa perpetua de mogoda,valles occidental,True,False
lleida,delicte,lgtbi fobia,home,38,1,2022-04-01,resta municipis,alt urgell,False,True
lleida,delicte,lgtbi fobia,home,51,1,2022-04-01,resta municipis,alt urgell,True,False
lleida,delicte,lgtbi fobia,home,46,1,2022-04-01,resta municipis,alt urgell,False,True
barcelona,delicte,lgtbi fobia,home,20,1,2022-04-01,santa coloma de gramenet,barcelones,False,True
girona,delicte,lgtbi fobia,dona,48,1,2022-04-01,girona,girones,True,False
barcelona,delicte,discapacitat intellectual/mental,home,19,1,2022-04-01,barcelona,barcelones,True,False
barcelona,delicte,discapacitat intellectual/mental,home,19,1,2022-04-01,barcelona,barcelones,False,True
barcelona,delicte,discapacitat intellectual/mental,home,17,1,2022-04-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,25,1,2022-04-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,16,1,2022-05-01,badalona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,15,1,2022-05-01,badalona,barcelones,False,True
barcelona,delicte,sexisme,home,43,1,2022-05-01,badalona,barcelones,True,False
barcelona,delicte,sexisme,dona,23,1,2022-05-01,hospitalet de llobregat,barcelones,False,True
barcelona,delicte,sexisme,dona,40,1,2022-05-01,hospitalet de llobregat,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,55,1,2022-05-01,hospitalet de llobregat,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,16,1,2022-05-01,hospitalet de llobregat,barcelones,False,True
barcelona,altres,lgtbi fobia,dona,47,1,2022-05-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,59,1,2022-05-01,el prat de llobregat,baix llobregat,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,56,1,2022-05-01,el prat de llobregat,baix llobregat,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,52,1,2022-05-01,cornella de llobregat,baix llobregat,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,36,1,2022-05-01,cornella de llobregat,baix llobregat,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,36,1,2022-05-01,sant cugat del valles,valles occidental,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,36,1,2022-05-01,sant cugat del valles,valles occidental,True,False
barcelona,delicte,orientacio politica,home,24,1,2022-05-01,granollers,valles oriental,False,True
barcelona,delicte,orientacio politica,dona,55,1,2022-05-01,granollers,valles oriental,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,14,1,2022-05-01,granollers,valles oriental,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,24,1,2022-05-01,granollers,valles oriental,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,31,1,2022-05-01,granollers,valles oriental,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,14,1,2022-05-01,granollers,valles oriental,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,13,1,2022-05-01,granollers,valles oriental,True,False
tarragona,delicte,etnic/origen nacional/origen racial,home,14,1,2022-05-01,el vendrell,baix penedes,True,False
tarragona,delicte,etnic/origen nacional/origen racial,dona,14,1,2022-05-01,el vendrell,baix penedes,False,True
tarragona,delicte,lgtbi fobia,home,13,1,2022-05-01,el vendrell,baix penedes,True,False
tarragona,delicte,lgtbi fobia,home,14,1,2022-05-01,el vendrell,baix penedes,True,False
tarragona,delicte,lgtbi fobia,home,14,1,2022-05-01,el vendrell,baix penedes,True,False
tarragona,delicte,lgtbi fobia,home,48,1,2022-05-01,el vendrell,baix penedes,False,True
barcelona,delicte,lgtbi fobia,home,28,1,2022-05-01,mollet del valles,valles oriental,True,False
tarragona,delicte,lgtbi fobia,home,43,1,2022-05-01,tarragona,tarragones,False,True
tarragona,delicte,islamofobia,home,38,1,2022-05-01,tarragona,tarragones,False,True
lleida,altres,etnic/origen nacional/origen racial,dona,36,1,2022-05-01,resta municipis,alt urgell,False,True
lleida,altres,etnic/origen nacional/origen racial,home,30,1,2022-05-01,resta municipis,alt urgell,True,False
barcelona,delicte,lgtbi fobia,home,49,1,2022-05-01,resta municipis,osona,False,True
barcelona,delicte,lgtbi fobia,home,48,1,2022-05-01,resta municipis,osona,True,False
lleida,delicte,lgtbi fobia,home,19,1,2022-05-01,resta municipis,segria,False,True
barcelona,delicte,lgtbi fobia,home,35,1,2022-05-01,igualada,anoia,False,True
barcelona,delicte,orientacio politica,home,28,1,2022-05-01,igualada,anoia,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,54,1,2022-05-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,40,1,2022-05-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,34,1,2022-05-01,barcelona,barcelones,False,True
tarragona,delicte,lgtbi fobia,home,30,1,2022-05-01,valls,alt camp,False,True
tarragona,delicte,lgtbi fobia,home,35,1,2022-05-01,valls,alt camp,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,43,1,2022-05-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,26,1,2022-05-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,37,1,2022-05-01,resta municipis,osona,False,True
barcelona,delicte,lgtbi fobia,dona,47,1,2022-05-01,resta municipis,osona,True,False
barcelona,delicte,lgtbi fobia,home,19,1,2022-05-01,resta municipis,osona,False,True
barcelona,delicte,lgtbi fobia,home,17,1,2022-05-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,16,1,2022-05-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,20,1,2022-05-01,olesa de montserrat,baix llobregat,True,False
